strID,strDipole,strAnisoPolar,strHarmFreq1,strHarmFreq2,strHarmFreq3,strZeroPointEner,strvdWGlobalMin,strvdWGlobalMax,strvdWTotalVar,strvdWMinimaNum,strvdWMaximaNum,strvdWMinimaSum,strvdWMaximaSum,strSASA,strSphereUSR,strLineUSR,strPlanUSR,strExpSolv
1659169,1.5427,9.602833644,3470.979,3060.0854,3058.3543,84.33908,-0.050108,0.042155,0.00030769,2,7,-0.09545018,0.14773022,253.4535217,0.803452444,0.694479549,0.896498363,-7.17
1662128,0.4197,21.47617655,3182.8584,3103.9965,3088.2198,67.7175,-0.024564,0.017657,0.00007228,0,3,0,0.05097834,235.9879456,0.717914848,0.72523104,0.802197107,1.38
1674094,0.9853,37.30519487,3440.8557,3063.6871,3058.9133,88.54352,-0.029692,0.040302,0.00013117,0,6,0,0.13184247,293.4274902,0.49145603,0.654957019,0.583829798,0.29
1708457,4.6862,5.245690898,3136.9121,3132.6214,3131.9841,52.92905,-0.057419,0.048759,0.00035509,2,4,-0.11482768,0.16997788,243.5109253,0.857892606,0.666615591,0.796480872,-10.08
1717215,1.9441,12.79721052,3132.454,3096.6997,3029.6642,38.72967,-0.052499,0.034208,0.00031644,1,7,-0.05249858,0.1951111,201.0117188,0.725312771,0.609737376,0.763930851,-2.78
1722522,1.8282,34.21807199,3088.2593,3080.9304,3065.7744,109.42551,-0.057483,0.022804,0.00036995,1,12,-0.05748332,0.23112903,334.4695435,0.466477361,0.641112386,0.520869569,-2.49
1723043,0.0012,0.134156625,1409.5724,1312.6824,1312.527,29.3287,-0.002803,0.056387,0.00016945,0,8,0,0.31434095,279.2483521,0.872260174,0.659745142,0.798519219,3.43
1728386,3.6375,60.45643261,3662.3403,3543.1022,3178.5563,79.72585,-0.065378,0.068406,0.00061907,1,5,-0.06537788,0.21083155,295.4690247,0.614579218,0.905302037,0.679899496,-11
172879,0,126.1856364,3178.2554,3178.0292,3172.5521,104.92632,-0.023643,0.024908,0.0000844,0,10,0,0.22910797,369.526001,0.441035585,0.597294225,0.493288115,-3.15
1733799,2.3036,69.63435267,3774.9094,3181.5491,3177.4371,59.05703,-0.030802,0.085052,0.00038064,1,4,-0.03080189,0.16657734,288.012146,0.580694613,0.709184856,0.720570069,-5.85
1735893,1.5795,33.51202583,3703.6372,3062.1364,3056.025,109.87419,-0.053638,0.072338,0.00042036,1,5,-0.05363819,0.17322719,326.9830322,0.454924009,0.609315939,0.536514117,-6.21
1743409,1.104,43.7450386,3089.5984,3089.3573,3086.135,136.62337,-0.055524,0.027791,0.00033331,2,15,-0.11083414,0.29672616,417.1803589,0.358726705,0.450611211,0.407605597,-5.71
1755375,1.4263,56.11151925,3786.3239,3161.7537,3138.217,100.02819,-0.036451,0.069131,0.00022219,1,4,-0.03645122,0.12855337,309.6425781,0.632294826,0.865653868,0.677579352,-5.26
1760914,1.5619,57.10855694,3176.5281,3164.3915,3150.4565,74.10192,-0.019929,0.02799,0.00008007,0,6,0,0.1372528,294.617218,0.684390604,0.845076962,0.765583006,-1.14
1770205,5.3589,158.0261791,3183.8154,3180.5934,3165.7131,140.95395,-0.042255,0.041909,0.00021343,6,14,-0.21979112,0.42758888,502.6097717,0.339345303,0.422733582,0.373496314,-10.03
1781152,1.862,16.38978648,3122.9553,3091.0674,3090.3888,108.98539,-0.05631,0.027216,0.00038011,1,11,-0.05630982,0.20835739,314.1073914,0.569173763,0.715339259,0.640800068,-2.4
1792062,0,47.24957175,3164.0499,3140.4815,3091.3323,35.4786,-0.013703,0.035643,0.00013293,0,8,0,0.24422585,247.0406799,0.754566248,0.622500961,0.826084855,-2.33
1800170,1.6844,14.04688314,3088.0719,3066.2121,3056.1277,46.70365,-0.033488,0.02973,0.0001281,2,4,-0.06630533,0.09818455,215.4501038,0.787440067,0.626431147,0.723509917,-1.14
1803862,0.0979,11.78354849,3070.6817,3062.8287,3057.2743,99.93318,-0.004299,0.011857,0.00001138,0,0,0,0,266.0064392,0.759878221,0.780211385,0.808142747,2.38
1821184,2.0068,76.7934598,3637.6195,3215.707,3162.9097,98.27279,-0.031877,0.070707,0.00030387,2,5,-0.06374802,0.1537424,320.5805359,0.597549171,0.831700466,0.640392351,-5.88
1827204,2.7128,28.56999253,3062.2855,3055.7247,3043.1655,106.08712,-0.055646,0.029903,0.00044924,1,7,-0.05564595,0.17791619,314.9905701,0.478813783,0.660644471,0.57005746,-2.81
1838110,0.8632,7.250303649,1186.4316,1144.7475,1076.234,14.46901,-0.006709,0.03219,0.00007377,0,5,0,0.13399111,269.783783,0.838445085,0.623885646,0.746581197,1.77
1849020,3.8416,75.93012296,3183.8241,3179.5017,3170.4374,161.24216,-0.040161,0.03673,0.00018131,1,17,-0.040161,0.4391944,534.7337036,0.373522778,0.467754987,0.426816463,-6.5
1855337,0.8767,87.19277779,3198.8934,3198.4587,1572.6033,38.61533,-0.014817,0.038634,0.00008477,0,8,0,0.19321663,333.0154724,0.623400721,0.758649417,0.786681523,-1.62
1857976,0,30.65498105,3143.0491,3119.2544,3076.7367,36.20907,-0.01556,0.034429,0.00012551,0,6,0,0.20366102,232.6844177,0.786952942,0.629197648,0.772203331,-1.79
1858644,1.6481,47.59138777,3741.7059,3163.9118,3152.9066,101.34911,-0.052516,0.044225,0.00025498,1,9,-0.05251552,0.22043721,314.779541,0.614348228,0.88722492,0.672376772,-6.79
186894,1.7572,22.00629426,3069.9586,3066.4844,3056.0601,64.51828,-0.033968,0.029231,0.00012673,2,6,-0.06722944,0.13230576,246.8762207,0.759849009,0.732384315,0.819958733,-1.1
1873346,0.4009,45.89111667,3162.3632,3150.5778,3142.2532,79.92791,-0.024676,0.020821,0.00008322,0,8,0,0.15379369,276.6094055,0.684146007,0.850546943,0.774193866,-0.9
1875719,2.7974,21.30064839,3089.1433,3088.7235,3082.9899,88.13272,-0.058426,0.028164,0.00047352,1,10,-0.05842634,0.25675008,281.3212891,0.626925252,0.960214637,0.67892846,-3.41
1881249,2.8374,21.68149573,3114.0084,3063.6311,3061.3309,88.00868,-0.059051,0.030538,0.00045437,1,7,-0.05905064,0.16928109,282.3762207,0.605977481,0.905891105,0.667066549,-3.52
1893815,1.3772,16.68370438,3136.8969,3073.8491,1464.5724,23.78614,-0.017725,0.043279,0.00018096,0,5,0,0.16052024,270.4339905,0.85482626,0.640846252,0.76793448,-1.43
1893937,2.4904,41.33111825,3101.4812,3062.5776,3056.8336,112.78103,-0.027557,0.027252,0.00009524,0,12,0,0.22320831,337.9235535,0.46688505,0.639163125,0.553229116,0
1896013,2.1188,15.65467556,3769.3572,3746.7121,3739.2369,103.04178,-0.046309,0.078643,0.00041142,4,7,-0.15529009,0.29161598,301.7416077,0.717023392,0.810301857,0.807926908,-20.52
1899443,0.5837,25.47949695,3180.0195,3104.509,3076.3294,103.15382,-0.025481,0.016701,0.00007289,0,2,0,0.03244872,292.6436157,0.643871349,0.907355002,0.719623699,1.47
1903702,1.5494,11.43934124,3769.8843,3087.2348,3072.2918,85.23957,-0.049668,0.060355,0.00033279,1,3,-0.04966758,0.09462176,255.1156769,0.749863071,0.786262517,0.80801915,-4.62
1905088,2.2893,58.21055315,3166.6379,3157.2055,3148.3931,74.39423,-0.028335,0.032752,0.00012978,0,6,0,0.174031,306.197876,0.657618427,0.872666804,0.743523054,-2.38
1922649,6.428,93.0816276,3205.6757,3205.1686,3191.2184,116.8306,-0.05361,0.04036,0.00031151,2,12,-0.1072047,0.40055968,450.5270081,0.42479076,0.548694249,0.46845023,-7.19
1923244,0,12.73442441,3060.2547,3059.4005,3057.2529,82.37335,-0.004242,0.011245,0.00001043,0,0,0,0,247.0733948,0.740338421,0.793920098,0.814822724,2.1
1929982,0.9723,0.851940726,2665.1155,2651.1073,1214.0932,9.33556,-0.026628,0.038433,0.00017195,0,2,0,0.07685647,142.7999878,0.612189775,0.499200478,0.572267286,-0.7
194273,3.7241,61.61000957,3583.41,3136.0966,3110.537,135.75442,-0.061883,0.082044,0.00059588,2,6,-0.11118306,0.20955557,410.975708,0.492463112,0.664895609,0.555572267,-9.73
1944394,1.0751,61.18186585,3189.776,3164.4701,3161.149,215.0058,-0.042016,0.025583,0.0001034,2,13,-0.07347784,0.24948405,539.9558105,0.395100127,0.492783856,0.436287673,-9.34
1952272,3.61,13.76172402,3170.9637,3139.6698,3054.0376,31.13433,-0.046669,0.049588,0.00028183,2,6,-0.09333763,0.27342808,193.7857666,0.709975165,0.559937366,0.670034338,-4.02
1963873,3.8423,20.93115783,3604.7586,3115.6823,3092.5657,63.8124,-0.070299,0.068677,0.00076216,1,6,-0.07029924,0.17425001,242.7222595,0.769696958,0.770124317,0.819759975,-10
1967551,2.8965,11.27386779,3112.7059,3053.3795,3002.388,34.57278,-0.054394,0.034336,0.00031811,1,6,-0.05439395,0.19121398,186.0122375,0.717337559,0.562714859,0.674015336,-3.5
197466,2.9884,18.80345415,3198.3255,3184.0052,3133.0356,74.30156,-0.060736,0.031025,0.00051019,1,7,-0.06073608,0.18271145,260.4034424,0.750678139,0.790154403,0.803742268,-4.61
1976156,2.7958,50.03216013,3060.2757,3054.8086,3042.7914,159.38194,-0.055826,0.029669,0.00045141,1,5,-0.05582579,0.14676921,408.5898132,0.358347769,0.456021102,0.40711643,-2.07
1977493,2.2039,13.1467005,3103.5414,3083.2008,3067.6136,59.39496,-0.026643,0.0283,0.00011938,0,6,0,0.14420079,237.5518799,0.830088792,0.656182199,0.775434071,-0.33
1987439,0.0254,58.38899122,3124.2192,3121.589,3121.2292,114.28654,-0.027372,0.017827,0.00009365,0,6,0,0.10225562,334.7224426,0.586471764,0.775022366,0.663540428,-0.9
2005792,0.0006,109.2334764,3166.1799,3164.7458,3159.3916,113.4051,-0.021141,0.022539,0.00007607,0,10,0,0.22132335,358.6829834,0.473953563,0.655881131,0.533167011,-2.7
2008055,0,4.0274189,3072.377,3071.994,3047.0274,46.57885,-0.003682,0.011283,0.00001176,0,0,0,0,181.8285675,0.731902109,0.555266177,0.654497948,1.83
2023925,1.6097,15.01435923,3122.227,3106.3991,1409.3386,38.15981,-0.013005,0.056067,0.00033604,0,4,0,0.14377322,286.5636292,0.765074859,0.774807815,0.813680718,0.1
2043882,2.8081,16.31945021,3111.6856,3065.6203,3056.5985,129.54803,-0.058512,0.029511,0.00044773,1,7,-0.05851209,0.15905839,316.1181641,0.594202725,0.72579612,0.700727368,-3.9
2049967,1.6568,15.75504614,3100.3334,3085.312,3080.42,65.17853,-0.036928,0.023007,0.00014647,2,6,-0.07328719,0.1271454,245.1114349,0.683701869,0.698145024,0.851333556,-1.5
20524,1.2698,43.89018332,3777.4744,3172.9977,3166.0503,65.39179,-0.037516,0.077483,0.00032902,1,5,-0.03751557,0.16159084,257.3632507,0.710163338,0.781098343,0.858517954,-6.6
2068538,0.0909,6.681919185,3060.5055,3059.5768,3057.9876,64.54332,-0.004144,0.011348,0.00001104,0,0,0,0,214.7115936,0.808307965,0.644354639,0.75428248,2
2078467,1.8098,75.73978183,3697.147,3156.5142,3143.8184,177.83547,-0.051637,0.072371,0.00028553,1,11,-0.05163701,0.27804978,453.203064,0.402717153,0.530383524,0.445226913,-7
2099370,4.132,105.9602784,3696.3558,3193.7914,3179.6701,164.18817,-0.060147,0.080634,0.00036577,2,11,-0.09791875,0.33963905,473.881134,0.431777263,0.556708695,0.469072553,-10.78
210639,2.4576,30.0674891,3103.7701,3094.8694,3080.622,58.33755,-0.022317,0.028873,0.00008782,0,8,0,0.19446348,252.2493896,0.841773177,0.630988573,0.745779801,-0.46
2123854,5.2722,77.37489831,3769.0949,3182.1252,3173.7816,64.66884,-0.064501,0.09523,0.00078928,1,4,-0.06450097,0.19941836,292.2972717,0.571343862,0.787694639,0.697528183,-10.17
2126135,1.0275,51.07371353,3775.5663,3165.1042,3148.9762,100.67584,-0.032245,0.07675,0.00029512,1,4,-0.03224455,0.13677287,314.3493347,0.617319181,0.857943744,0.668713694,-5.66
2143011,0.379,20.93549474,3182.0279,3103.7615,3079.6179,85.25732,-0.023597,0.017357,0.00006822,0,3,0,0.05074934,264.3406677,0.767757097,0.771130003,0.804144173,1.83
2146331,2.4129,8.392580533,2911.6747,2860.2901,1777.1418,16.50076,-0.047286,0.040588,0.000281,2,2,-0.09456325,0.081173,148.9153442,0.650849204,0.498143604,0.573383169,-2.75
2178600,2.4263,34.81728559,3101.1465,3063.8363,3057.1977,94.96741,-0.027452,0.02738,0.00009364,0,10,0,0.1970286,305.1869507,0.56137016,0.822684388,0.668287026,-0.1
2183616,0.3791,43.03223579,3162.0538,3150.605,3143.0404,133.23306,-0.024466,0.022344,0.00008309,0,5,0,0.10241239,353.2067566,0.565225117,0.768660941,0.613365704,-0.45
2197088,0,55.80095849,3059.2855,3059.2693,3054.4206,189.00898,-0.005067,0.010933,0.00000876,0,0,0,0,432.1428528,0.317128472,0.391298781,0.354734373,3.16
2198613,2.2122,13.71365619,3113.3929,3085.2411,3075.5773,41.5191,-0.026211,0.029043,0.00009867,0,6,0,0.15334348,208.5570526,0.75584384,0.597038776,0.693736463,-0.63
2213823,0.0965,17.77512577,3075.1243,3068.4691,3063.0982,117.82145,-0.004253,0.011917,0.00001132,0,0,0,0,292.7341309,0.649455565,0.90065561,0.705720033,2.51
2245668,1.4096,9.495108109,3783.5305,3087.6983,3063.6604,85.35193,-0.048902,0.062461,0.00033671,1,2,-0.04890168,0.07857378,255.1273651,0.818143317,0.726860803,0.810053393,-4.5
2261979,0.9641,95.61164553,3155.9019,3154.8616,3142.9462,113.95225,-0.024444,0.021035,0.00007264,0,10,0,0.19469517,343.4837341,0.610994981,0.783834014,0.641684243,-3.15
2269032,1.3444,140.7376414,3697.2431,3183.1691,3160.2466,156.75785,-0.051361,0.071847,0.00025531,2,14,-0.08414768,0.38585745,453.3184509,0.380116069,0.479057239,0.423105101,-10.21
2279874,1.287,13.63414874,3100.2124,3098.0625,3094.1771,91.19382,-0.043924,0.022121,0.00021106,4,9,-0.15898097,0.17355564,289.3945313,0.719313792,0.818393091,0.770738241,-4.42
2294995,2.2297,18.1649237,3091.5962,3083.1123,3059.3594,56.43549,-0.054302,0.032124,0.0003278,1,9,-0.05430173,0.21956965,238.1960449,0.70911791,0.711835072,0.762621668,-2.56
2295058,1.4459,83.83595303,3768.4829,3187.3799,3177.1406,92.29095,-0.05683,0.085606,0.00048659,1,7,-0.05683041,0.21426507,336.1265564,0.48079369,0.661334786,0.540378163,-9.51
2310185,1.5815,5.771006498,3778.0573,3082.0864,3078.4568,49.9523,-0.051851,0.061959,0.00045851,1,3,-0.05185073,0.09657474,199.3413544,0.770882482,0.622768414,0.721915894,-5
2316618,1.2727,183.2774184,3739.5212,3401.0616,3189.7142,161.85381,-0.052266,0.052741,0.0003521,3,11,-0.1396563,0.31791398,467.9217529,0.396239515,0.506229742,0.434535517,-14.21
2328633,0.1022,43.78616761,3061.6466,3059.714,3054.5655,176.38774,-0.005102,0.010964,0.00000855,0,0,0,0,394.496582,0.395813705,0.507350493,0.456171999,2.55
2341732,1.7118,35.38319755,3124.2309,3089.951,3063.3241,109.58817,-0.056337,0.026713,0.0003658,1,9,-0.05633687,0.19100844,331.4616394,0.449518182,0.601487426,0.529011339,-2.56
2354112,1.6279,51.26106318,3774.0186,3172.9526,3151.8976,100.55674,-0.039356,0.07582,0.00027243,1,7,-0.0393557,0.1796539,316.0653992,0.603643612,0.852624895,0.667158966,-6.25
2364370,2.1571,34.3736095,3131.5742,3084.9457,3065.4824,109.35822,-0.058379,0.025715,0.00037499,1,14,-0.05837947,0.26511846,336.5116577,0.464109144,0.628774765,0.528819918,-2.64
2371092,3.0098,48.47990812,3147.1597,3119.0476,3103.9418,89.97983,-0.062406,0.027742,0.00033917,1,7,-0.06240607,0.17228666,286.1446533,0.710602728,0.804704227,0.752623853,-5.22
2390199,2.5787,34.94431543,3063.4268,3063.2746,3061.5408,123.74308,-0.058664,0.027277,0.00047557,1,12,-0.05866371,0.28344596,344.0840759,0.445799605,0.60773424,0.504920203,-2.92
2402487,3.1621,34.49179972,3093.7358,3090.8318,3090.6614,118.67059,-0.057462,0.031427,0.00036369,2,16,-0.11134991,0.37144444,390.1460876,0.431728291,0.56126621,0.484364626,-6
2410897,1.3014,6.221168299,3504.6819,3433.8003,3079.0964,57.91598,-0.056813,0.036642,0.00039231,1,2,-0.05681286,0.07256585,206.1108551,0.791316449,0.629855165,0.736141766,-4.5
2422586,1.0938,17.83358853,3078.6556,3068.3751,3060.4176,85.31785,-0.048571,0.016243,0.00026503,1,3,-0.04857124,0.04773687,267.0785217,0.621510996,0.883690558,0.683523847,-1.66
242480,3.0685,192.5365449,3654.1042,3653.576,3431.3142,133.2218,-0.04911,0.065224,0.00041365,2,6,-0.09821304,0.23146926,411.4718628,0.435237432,0.571068957,0.481544778,-11.85
2451097,4.7316,64.29455982,3178.2881,3175.8039,3166.4561,61.99258,-0.061849,0.038436,0.00050168,1,7,-0.0618492,0.24755433,279.1844788,0.597645103,0.734943207,0.725595871,-4.1
2457863,0.7338,56.36960202,3776.2739,3196.0519,3179.3936,85.71174,-0.036291,0.076082,0.00027088,3,8,-0.10689356,0.23169346,301.5739746,0.581581308,0.834210338,0.641504779,-7.66
2481002,1.9372,10.29674138,1610.6237,1324.8653,843.5995,12.85516,-0.03024,0.038744,0.00015411,1,6,-0.0302397,0.21707992,261.8717346,0.830290531,0.613390028,0.731600997,-1.45
2484519,2.2568,51.23881068,3166.859,3157.3845,3148.2322,74.73142,-0.030678,0.031143,0.00013477,1,8,-0.03067774,0.22061395,297.5830994,0.664218609,0.876688198,0.750444999,-1.93
2487143,2.8942,28.33466363,3113.3883,3062.3325,3059.6898,105.7642,-0.059219,0.030409,0.00050384,1,5,-0.0592189,0.13318997,312.5257263,0.499035526,0.700969302,0.577360174,-3.28
2489709,2.553,61.35942383,3181.1802,3177.3779,3165.9921,50.80297,-0.024908,0.03434,0.00015021,0,4,0,0.13301267,290.5991821,0.673006782,0.725593747,0.835000102,-1.36
2492140,0.8552,17.54484659,3113.5068,1281.0221,1229.9353,17.59906,-0.012152,0.05089,0.00015331,0,6,0,0.17906832,289.7952576,0.868593556,0.650970331,0.780087723,-1.23
2493732,1.3812,25.54881457,3238.6046,3145.9086,1635.3328,20.91691,-0.014359,0.035869,0.00012325,0,4,0,0.11207273,221.608902,0.760975798,0.610370054,0.70206463,0.25
2501588,1.0695,72.48723072,3200.3287,3197.5885,3182.9996,188.46913,-0.03806,0.047823,0.00020941,4,22,-0.14216933,0.6499372,532.6499634,0.417568404,0.523518166,0.485311622,-2.45
2517158,2.5321,57.32930889,3120.2791,3061.8269,3061.4717,130.11212,-0.025535,0.028164,0.00010264,0,10,0,0.18950089,375.1009521,0.415858444,0.550335405,0.483003367,0.34
2518989,4.7095,115.2865278,3179.0249,3176.0569,3164.5479,188.49067,-0.044426,0.042447,0.00020145,3,20,-0.11934838,0.51648693,594.3186646,0.336256807,0.411290868,0.378840683,-5.74
2523689,4.7974,130.8651951,3658.9429,3547.5505,3215.252,105.50549,-0.068867,0.082366,0.00065778,2,8,-0.10305108,0.26592997,398.6304016,0.432445024,0.579111818,0.481157411,-16.43
252413,0.0766,15.54676507,3064.008,3060.4383,3059.5411,135.12267,-0.004565,0.012074,0.00001219,0,0,0,0,316.1956177,0.603143678,0.792816008,0.663808884,2.88
2577969,0,177.8613435,3159.856,3159.5215,3150.9011,129.43809,-0.019651,0.024586,0.0000753,0,10,0,0.24208072,388.9582214,0.493620066,0.651362552,0.54222302,-4.52
2607611,2.188,49.23661645,3131.298,3084.8799,3061.9485,144.97885,-0.058569,0.025545,0.00040448,1,13,-0.05856938,0.24233162,398.2001343,0.36774515,0.4654325,0.419289145,-2.26
